met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
ward.D2	0.03917949063530183	0.0349312812098046	0.036933627081877515	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	34	25	30
ward.D2	0.041256524804207724	0.033296042928795795	0.03685128662217003	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	23	40	31
complete	0.04106332091537341	0.033412815731292435	0.036845122124677825	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	19	40	20
single	0.021919314424013604	0.11534304420535603	0.03683807385805971	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	37	257	33
ward.D2	0.04095207015214916	0.03339777652969381	0.036791147484742034	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	25	38	32
complete	0.04074983167545549	0.033497971710869906	0.03676975335107421	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	20	39	21
mcquitty	0.0406831859880498	0.03349589607932339	0.03674134896395214	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10	21	60	28
single	0.020714465277725264	0.16089941056990076	0.03670364103955372	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	44	109	34
median	0.029752426446262272	0.04781002707364767	0.036679198487122894	diskwalificeren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	2	2	1
single	0.03288028649000612	0.04137681277936446	0.036642461707092795	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	3	840	35
complete	0.04115927897933538	0.03297533171455206	0.036615579815468875	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	18	45	22
ward.D2	0.04107458140166331	0.03294868102552626	0.036565621035457525	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	24	42	33
mcquitty	0.03813403881671825	0.03497170277022207	0.036484474187034835	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	26	51	29
mcquitty	0.04092942619598908	0.03287797931970588	0.036464547659868694	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	17	62	30
single	0.022803072174093223	0.09091815499883532	0.03646132392189603	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	31	332	36
single	0.021360120490934085	0.12212062324074317	0.03636043637644373	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	39	241	37
mcquitty	0.03219256251404832	0.04168236480133872	0.03632794463192587	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	50	33	31
Mean of methods	0.03780897031509656	0.03542547813114184	0.03630931853520275	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	1	206	1
ward.D2	0.03887714302953928	0.03387309523404574	0.03620302007798008	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	37	33	34
average	0.02153884826120407	0.113340968566188	0.03619865419670774	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds	173	33	30
single	0.02395908944445808	0.07389827347892584	0.036186042443404585	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	21	483	38
ward.D2	0.04033743990830971	0.03275442302682405	0.036152576156073944	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	30	43	35
complete	0.0394180764781418	0.03331171557042385	0.036108552354893485	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	23	43	23
average	0.03887229506967071	0.033441736090196794	0.03595310652966695	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	24	163	31
complete	0.03930633362568096	0.03290997894949636	0.0358248868178206	diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	25	46	24
complete	0.036823613019043265	0.03487528767350072	0.035822978729445114	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds	37	36	25
ward.D2	0.03978664975165473	0.03257615227642499	0.03582216068348909	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	33	44	36
ward.D2	0.039004355439141346	0.03309926577710818	0.03581000524988852	diskwalificeren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	36	41	37
average	0.035728244643683314	0.035881172067487595	0.03580454506144046	diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	37	148	32
mcquitty	0.02327051404411263	0.07702427450682356	0.0357425243633338	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	151	15	32
ward.D2	0.03989362137222509	0.032121564764765825	0.035588203303990464	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	32	47	38
single	0.02119966191710513	0.10935864848221755	0.03551465040323594	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	42	268	39
ward.D2	0.03902550123396396	0.03246495626466769	0.03544420430633347	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	35	45	39
average	0.03255172434414354	0.038847316660523254	0.035421964375133674	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	57	135	33
single	0.02006091148984517	0.15095503097871876	0.035415359196322556	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	49	123	40
single	0.02006091148984517	0.15095503097871876	0.035415359196322556	diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	tsne.50	50	124	41
complete	0.039399677510041885	0.03215555687481314	0.03541092645184869	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	24	50	26
single	0.020932278709238687	0.1101490996375997	0.03517924028972572	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	43	266	42
complete	0.038773599664316025	0.03216631500669753	0.03516225883636664	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	28	49	27
ward.D	0.034657867416032655	0.03547076444248667	0.03505960457557925	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds	45	29	30
complete	0.039155077503956165	0.03165587811294105	0.03500837829880168	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	26	53	28
complete	0.029414922444735044	0.04317443330382765	0.03499060142168633	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds	83	23	29
complete	0.03898891262283577	0.03166566170690515	0.034947764646431734	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	27	52	30
complete	0.03807522675182897	0.03219136865327675	0.03488695172603083	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	31	48	31
Mean of methods	0.037016595207562994	0.03811558908315591	0.03485536365288838	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	2	169	2
ward.D2	0.038869287645549075	0.03155302879615058	0.034831110771006875	diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	38	50	40
single	0.018902002890881533	0.21816110863044086	0.03478973915045076	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	68	50	43
average	0.03912459237162834	0.031246785674973708	0.03474474385445156	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	23	176	34
average	0.038254775773335956	0.031811426318455197	0.03473683300967947	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	27	171	35
average	0.031198514935518503	0.039112217988440105	0.034710009875542125	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	67	134	36
single	0.02132581526978503	0.09315111775854729	0.034706092781173994	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	40	316	44
single	0.02132581526978503	0.09315111775854729	0.034706092781173994	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	41	317	45
single	0.019995200272718252	0.13060670609294883	0.034680932111811724	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	51	208	46
average	0.0369683492245523	0.0326328329909588	0.03466555962974451	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	29	167	37
ward.D2	0.03841585626266471	0.03158155795151444	0.034665068829660674	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	39	49	41
average	0.03879860106682191	0.0312899519299855	0.03464207236199728	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	25	174	38
complete	0.03836301284473009	0.031553449611267985	0.03462662011809983	diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	30	55	32
single	0.019231367934000793	0.17319839461683223	0.034618782544874514	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	54	89	47
single	0.019231367934000793	0.17319839461683223	0.034618782544874514	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	55	90	48
mcquitty	0.03210892467312726	0.03754674033928879	0.034615575260412715	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	52	46	33
average	0.03644669418435718	0.0328761434232223	0.034569466186313166	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	32	166	39
mcquitty	0.036988959708600756	0.032397093656329416	0.03454108524164624	diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	33	64	34
complete	0.03637592242819408	0.03286262959763654	0.034530140508546	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	38	47	33
mcquitty	0.03705183412067783	0.0321212987659925	0.03441084663804869	diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	32	66	35
ward.D2	0.0380680375990301	0.031193197136803165	0.03428942050966441	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	41	52	42
mcquitty	0.03708346432978048	0.031874827480290774	0.034282433536459385	diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	31	67	36
complete	0.0375669420311375	0.03151418768914883	0.03427539957352435	diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	32	56	34
complete	0.03866963431530814	0.03075396663799507	0.034260528906772905	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	29	61	35
single	0.020661460507387788	0.09972454554544585	0.034230801850842284	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.50	45	313	49
average	0.038508796134879446	0.03079412397399005	0.034222068576727126	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	26	179	40
mcquitty	0.03786196886105045	0.031135440745769738	0.03417082162095806	diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	28	70	37
ward.D	0.036743339759744885	0.031905155317099275	0.03415375560939395	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds	37	35	31
ward.D2	0.03777735738932768	0.031093754660383437	0.0341112506367989	diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	43	54	43
complete	0.036987279406122446	0.031645024222104606	0.03410823448552026	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	36	54	36
average	0.03244316987810763	0.03593718235098406	0.03410090980658858	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.50	59	147	41
single	0.01986610529990797	0.11987436570845085	0.034083708960467314	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	52	248	50
ward.D	0.03790694634431487	0.030944237750421596	0.03407353338925736	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	32	38	32
ward.D2	0.03365481856261297	0.03448445537483054	0.03406458630410198	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	61	27	44
ward.D	0.038325680425979176	0.030644935185439464	0.03405763402806432	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	30	43	33
mcquitty	0.03782456143693882	0.030951677409896707	0.03404471205161915	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	29	71	38
single	0.02449575415753412	0.05577497344998463	0.034041052784622904	diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	20	716	51
ward.D	0.03793392820789627	0.030866867657721373	0.034037441776622865	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	31	41	34
ward.D2	0.03835085511126302	0.030586568333676414	0.03403147352765413	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	40	55	45
average	0.032874114130291426	0.035205450323517636	0.033999864753214364	diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	56	152	42
average	0.03810601861755197	0.030671834353192106	0.03398714674604254	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	28	180	43
ward.D	0.03738198654107274	0.031105016303505015	0.03395585300925549	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds	33	37	35
complete	0.03720225455658297	0.031106870191705275	0.03388260961020151	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	35	58	37
complete	0.0344255330639391	0.03332820567150807	0.033867983308971304	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	42	42	38
ward.D2	0.03792413312752558	0.030575249419397474	0.03385548267078838	diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	42	56	46
mcquitty	0.023006671243740777	0.06362733521984663	0.033793962515944895	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	154	19	39
ward.D2	0.03689527877423787	0.031119764226355352	0.03376230686231931	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	46	53	47
complete	0.03748409717130193	0.030673076952435777	0.0337382707487425	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	33	62	39
ward.D	0.03574343445400311	0.03190756833330777	0.033716753050765706	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	41	34	36
single	0.01831060310647725	0.2113353540607131	0.03370124898611039	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	mds	76	51	52
average	0.01831060310647725	0.2113353540607131	0.03370124898611039	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds	236	5	44
single	0.01831060310647725	0.2113353540607131	0.03370124898611039	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	77	52	53
single	0.01831060310647725	0.2113353540607131	0.03370124898611039	diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	78	53	54
single	0.01831060310647725	0.2113353540607131	0.03370124898611039	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	79	54	55
complete	0.03747857410080792	0.030602294138180424	0.03369317631162918	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	34	63	40
mcquitty	0.03787050790598842	0.030256599928994134	0.033638087487721825	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	27	78	40
mcquitty	0.03336886349329587	0.033692061375304866	0.03352968361361499	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds	46	59	41
mcquitty	0.0368386814852153	0.030699259145032035	0.03348992340964058	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	34	74	42
average	0.03121573946700414	0.03610623061246583	0.033483354292925246	diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	66	145	45
ward.D	0.0367684001879318	0.030729601431613515	0.03347886621656752	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	36	42	37
single	0.018956741495034193	0.14264633494280654	0.03346606706172404	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	58	133	56
single	0.018956741495034193	0.14264633494280654	0.03346606706172404	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	59	134	57
single	0.018956741495034193	0.14264633494280654	0.03346606706172404	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.20	60	135	58
single	0.018956741495034193	0.14264633494280654	0.03346606706172404	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	61	136	59
single	0.018956741495034193	0.14264633494280654	0.03346606706172404	diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	62	137	60
single	0.0189439033848946	0.14254973029376994	0.03344340277340265	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	63	138	61
single	0.0189439033848946	0.14254973029376994	0.03344340277340265	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	64	139	62
single	0.0189439033848946	0.14254973029376994	0.03344340277340265	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	65	140	63
single	0.0189439033848946	0.14254973029376994	0.03344340277340265	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	66	141	64
single	0.0189439033848946	0.14254973029376994	0.03344340277340265	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	67	142	65
complete	0.035700284507518755	0.03137429231053889	0.033397785415673426	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	40	57	41
mcquitty	0.0344711320814689	0.03238750635692498	0.03339685149130579	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	39	65	43
mcquitty	0.03721226776871373	0.03025601877344134	0.033375534785785754	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	30	79	44
ward.D	0.03711245857122919	0.030135704456472064	0.03326217498892644	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds	34	44	38
average	0.030961662465779135	0.0358427631096921	0.033223892689248344	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	70	150	46
ward.D2	0.03704046904149105	0.030099626735321242	0.03321128095963038	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	45	59	48
average	0.01840594298079166	0.16960936409240343	0.033208150262763164	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds	234	8	47
single	0.01840594298079166	0.16960936409240343	0.033208150262763164	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	73	94	66
single	0.01840594298079166	0.16960936409240343	0.033208150262763164	diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	74	95	67
average	0.033215805020152214	0.033181018386336115	0.03319840259053492	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	52	165	48
average	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	254	1	49
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	90	4	68
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	91	5	69
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	mds	92	6	70
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds	93	7	71
average	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds	255	2	50
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds	94	8	72
average	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	mds	256	3	51
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	95	9	73
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	96	10	74
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	97	11	75
single	0.017586928766429526	0.2826222013047141	0.03311329352961126	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	98	12	76
single	0.020508176169053757	0.0856509044627091	0.03309267238010484	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	47	380	77
single	0.019059572449852742	0.12449527602939946	0.03305812040879547	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	57	224	78
mcquitty	0.03210572254716571	0.03404022796795007	0.033044686970868375	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds	53	57	45
ward.D2	0.0327031593589381	0.03337494410015796	0.03303563687110846	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds	68	39	49
ward.D2	0.036047233960504285	0.03047096906328795	0.03302537052706475	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	48	57	50
ward.D	0.036790174670450225	0.02987400655881558	0.03297332687924787	diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	35	45	39
